341;Inspect gear reducer unit. Check gear box oil.;12700;NULL;NULL;SHIPPING;CLOSE
443;Inspect, clean, and lubricate drive chain.;12700;NULL;NULL;SHIPPING;CLOSE
364;Check conveyor belt & pulleys for proper tension.;12700;NULL;NULL;SHIPPING;CLOSE
365;Inspect and lubricate roller bearings and wheels.;12700;NULL;NULL;SHIPPING;CLOSE
366;Operate conveyor to ensure that unit runs quietly.;12700;NULL;NULL;SHIPPING;CLOSE
367;Change oil in gear reducer. Examine drained oil. ;12700;NULL;NULL;SHIPPING;CLOSE
368;Record amperage and voltage with motor operating.;12700;NULL;NULL;SHIPPING;CLOSE
135;Tubing;11470;PUMPS;5;REPAIR;WMATL
139;Test;11210;NULL;4;BR210;WAPPR
140;Conveyor Overhaul- Pkg. Dept.;13140;PKG;8;BPM3100;COMP
370;INSPECT SWITCHES...;13140;NULL;NULL;BPM3100;COMP
371;INSPECT DRIVE MOTOR AND MOUNTS;13140;NULL;NULL;BPM3100;COMP
436;CLEAN MOTOR;13140;NULL;NULL;BPM3100;COMP
372;INSPECT GEAR REDUCER UNIT. CHECK GEAR BOX OIL.;13140;NULL;NULL;BPM3100;COMP
336;INSPECT, CLEAN, AND LUBRICATE DRIVE CHAIN.;13140;NULL;NULL;BPM3100;COMP
373;CHECK CONVEYOR BELT AND PULLEYS...;13140;NULL;NULL;BPM3100;COMP
335;INSPECT AND LUBRICATE ROLLER BEARINGS AND WHEELS.;13140;NULL;NULL;BPM3100;COMP
374;OPERATE CONVEYOR TO ENSURE THAT UNIT RUNS;13140;NULL;NULL;BPM3100;COMP
198;Generator Overhaul;11230;NULL;2;BR230;COMP
437;Review generator test logs.;11230;NULL;NULL;BR230;COMP
425;Check V-belts, deflection 9/16 to 13/16 in..;11230;NULL;NULL;BR230;COMP
568;Clean entire unit.;11230;NULL;NULL;BR230;COMP
567;Remove and clean air induction filters.;11230;NULL;NULL;BR230;COMP
446;Remove generator panels from rear of generator.;11230;NULL;NULL;BR230;COMP
445;Check rear bearing for lube plugs.;11230;NULL;NULL;BR230;COMP
444;Grease fan drive bearing.;11230;NULL;NULL;BR230;COMP
200;Check all hose connections for tightness.;11230;NULL;NULL;BR230;COMP
450;Check coolant level.;11230;NULL;NULL;BR230;COMP
480;Take battery hydrometer readings.;11230;NULL;NULL;BR230;COMP
449;Check battery charge rate of each charger, record.;11230;NULL;NULL;BR230;COMP
481;Check battery voltage and water level.;11230;NULL;NULL;BR230;COMP
448;Check battery posts, cables for tightness.;11230;NULL;NULL;BR230;COMP
482;Check heat exchangers.;11230;NULL;NULL;BR230;COMP
447;Place control switch on each control board to off.;11230;NULL;NULL;BR230;COMP
201;Conveyor Overhaul- Conveyor #2;12700;NULL;8;SHIPPING;COMP
451;INSPECT SWITCHES...;12700;NULL;NULL;SHIPPING;COMP
314;INSPECT DRIVE MOTOR AND MOUNTS;12700;NULL;NULL;SHIPPING;COMP
315;CLEAN MOTOR;12700;NULL;NULL;SHIPPING;COMP
316;INSPECT GEAR REDUCER UNIT. CHECK GEAR BOX OIL.;12700;NULL;NULL;SHIPPING;COMP
603;INSPECT, CLEAN, AND LUBRICATE DRIVE CHAIN.;12700;NULL;NULL;SHIPPING;COMP
602;CHECK CONVEYOR BELT AND PULLEYS...;12700;NULL;NULL;SHIPPING;COMP
452;INSPECT AND LUBRICATE ROLLER BEARINGS AND WHEELS.;12700;NULL;NULL;SHIPPING;COMP
453;OPERATE CONVEYOR TO ENSURE THAT UNIT RUNS;12700;NULL;NULL;SHIPPING;COMP
202;Electric Cart Tune-Up;12300;NULL;3;SHIPPING;CAN
604;Check tires, lights, horn, mirrors.;12300;NULL;NULL;SHIPPING;CAN
320;Check windshield wipers and steering.;12300;NULL;NULL;SHIPPING;CAN
279;Check key,seat, forward/reverse switches.;12300;NULL;NULL;SHIPPING;CAN
280;Check brakes, brake lights, and emergency brake.;12300;NULL;NULL;SHIPPING;CAN
468;Check battery. Add water as needed.;12300;NULL;NULL;SHIPPING;CAN
606;Check terminals and cables, battery charger.;12300;NULL;NULL;SHIPPING;CAN
605;Lubricate chain and check sprockets.;12300;NULL;NULL;SHIPPING;CAN
319;Repack wheel bearings. Grease steering chassis.;12300;NULL;NULL;SHIPPING;CAN
318;Test-operate vehicle and check for safety.;12300;NULL;NULL;SHIPPING;CAN
203;Conveyor Overhaul- Conveyor #1;12600;NULL;8;SHIPPING;COMP
469;INSPECT SWITCHES...;12600;NULL;NULL;SHIPPING;COMP
473;INSPECT DRIVE MOTOR AND MOUNTS;12600;NULL;NULL;SHIPPING;COMP
474;CLEAN MOTOR;12600;NULL;NULL;SHIPPING;COMP
536;INSPECT GEAR REDUCER UNIT. CHECK GEAR BOX OIL.;12600;NULL;NULL;SHIPPING;COMP
537;INSPECT, CLEAN, AND LUBRICATE DRIVE CHAIN.;12600;NULL;NULL;SHIPPING;COMP
471;CHECK CONVEYOR BELT AND PULLEYS...;12600;NULL;NULL;SHIPPING;COMP
472;INSPECT AND LUBRICATE ROLLER BEARINGS AND WHEELS.;12600;NULL;NULL;SHIPPING;COMP
470;OPERATE CONVEYOR TO ENSURE THAT UNIT RUNS;12600;NULL;NULL;SHIPPING;COMP
204;Condensate Return Pump Quarterly Service;11430;NULL;6;BR430;COMP
538;Check pump operation.;11430;NULL;NULL;BR430;COMP
285;Check pump float switch.;11430;NULL;NULL;BR430;COMP
286;Check housing for leaks.;11430;NULL;NULL;BR430;COMP
544;Replace mechanical seal.;11430;NULL;NULL;BR430;COMP
539;Replace contactor & clean contactor compartment.;11430;NULL;NULL;BR430;COMP
543;Inspect inpeller for wear;11430;NULL;NULL;BR430;COMP
541;Record amperage and voltage with motor operating.;11430;NULL;NULL;BR430;COMP
542;Inspect main disconnect and all electrical.;11430;NULL;NULL;BR430;COMP
205;Conveyor Overhaul- Pkg. Dept.;13140;PKG;6;BPM3100;WSCH
287;INSPECT SWITCHES...;13140;NULL;NULL;BPM3100;WSCH
293;INSPECT DRIVE MOTOR AND MOUNTS;13140;NULL;NULL;BPM3100;WSCH
294;CLEAN MOTOR;13140;NULL;NULL;BPM3100;WSCH
292;INSPECT GEAR REDUCER UNIT. CHECK GEAR BOX OIL.;13140;NULL;NULL;BPM3100;WSCH
288;INSPECT, CLEAN, AND LUBRICATE DRIVE CHAIN.;13140;NULL;NULL;BPM3100;WSCH
291;CHECK CONVEYOR BELT AND PULLEYS...;13140;NULL;NULL;BPM3100;WSCH
289;INSPECT AND LUBRICATE ROLLER BEARINGS AND WHEELS.;13140;NULL;NULL;BPM3100;WSCH
290;OPERATE CONVEYOR TO ENSURE THAT UNIT RUNS;13140;NULL;NULL;BPM3100;WSCH
206;HVAC Quarterly Inspections & Certification;11200;NULL;6;BR200;WSCH
295;Check Electrical Subsystems and components;11200;NULL;NULL;BR200;WSCH
298;Check Motor and Mounts;11200;NULL;NULL;BR200;WSCH
299;Check Filtration Units;11200;NULL;NULL;BR200;WSCH
317;Conduct Air Quality Chemical Tests;11200;NULL;NULL;BR200;WSCH
296;Operate to ensure safety;11200;NULL;NULL;BR200;WSCH
207;Compressor Quarterly Inspection and Certification;11300;NULL;5;BR300;CAN
321;Check Electrical Subsystems and components;11300;NULL;NULL;BR300;CAN
275;Check Ignitor and clean connections;11300;NULL;NULL;BR300;CAN
301;Check Filtration System and Compression;11300;NULL;NULL;BR300;CAN
276;Conduct Air Quality Chemical Tests;11300;NULL;NULL;BR300;CAN
300;Inspect Operation of 100 HP Motor @ 1800 RPMS;11300;NULL;NULL;BR300;CAN
277;Stress Test Motor Starter 12/440 V/60HZ;11300;NULL;NULL;BR300;CAN
278;Operate to Ensure Safety;11300;NULL;NULL;BR300;CAN
208;Burner Quarterly Inspection and Certification;11460;BURNERS;7;BR460;WSCH
302;Check Electrical Subsystems and components;11460;NULL;NULL;BR460;WSCH
303;Check Ignitor and clean connections;11460;NULL;NULL;BR460;WSCH
304;Check Filtration System and Compression;11460;NULL;NULL;BR460;WSCH
306;Conduct Air Quality Chemical Tests;11460;NULL;NULL;BR460;WSCH
305;Operate to ensure safety;11460;NULL;NULL;BR460;WSCH
209;Crane Quarterly Inspection and Certification;12210;NULL;7;SHIPPING;WSCH
307;Check forward/reverse switches.;12210;NULL;NULL;SHIPPING;WSCH
309;Check braking systems, and emergency brake.;12210;NULL;NULL;SHIPPING;WSCH
310;Check Electrical Systems;12210;NULL;NULL;SHIPPING;WSCH
311;Repack wheel bearings. Grease steering chassis.;12210;NULL;NULL;SHIPPING;WSCH
308;Test-operate and check for safety.;12210;NULL;NULL;SHIPPING;WSCH
210;Forklift #1 Quarterly Inspection and Certification;12100;NULL;7;SHIPPING;CAN
128;Check tires, lights, horn, mirrors.;12100;NULL;NULL;SHIPPING;CAN
325;Check windshield wipers and steering.;12100;NULL;NULL;SHIPPING;CAN
164;Check key,seat, forward/reverse switches.;12100;NULL;NULL;SHIPPING;CAN
324;Check brakes, brake lights, and emergency brake.;12100;NULL;NULL;SHIPPING;CAN
165;Check battery. Add water as needed.;12100;NULL;NULL;SHIPPING;CAN
323;Check terminals and cables, battery charger.;12100;NULL;NULL;SHIPPING;CAN
166;Lubricate chain and check sprockets.;12100;NULL;NULL;SHIPPING;CAN
129;Repack wheel bearings. Grease steering chassis.;12100;NULL;NULL;SHIPPING;CAN
167;Test-operate vehicle and check for safety.;12100;NULL;NULL;SHIPPING;CAN
211;Top Breaker Quarterly Inspection and Certification;13150;PKG;6;BPM3100;WSCH
326;Inspect Switches;13150;NULL;NULL;BPM3100;WSCH
333;Inspect Motor & Mounts;13150;NULL;NULL;BPM3100;WSCH
332;Clean Motor & Electrical Connections;13150;NULL;NULL;BPM3100;WSCH
327;Inspect Gear Reducer Unit. Check Gear-Box Gease;13150;NULL;NULL;BPM3100;WSCH
330;Inspect, Clean & Lubricate Drive Chain.;13150;NULL;NULL;BPM3100;WSCH
328;Check Belts & Pulleys;13150;NULL;NULL;BPM3100;WSCH
329;Inspect and Lubricate Roller Bearings and Wheels;13150;NULL;NULL;BPM3100;WSCH
331;Operate Ensure That Unit Runs;13150;NULL;NULL;BPM3100;WSCH
212;Feeder System Inspection and Certification;13110;PKG;9;BPM3100;WSCH
334;Inspect Switches;13110;NULL;NULL;BPM3100;WSCH
583;Inspect Motor & Mounts;13110;NULL;NULL;BPM3100;WSCH
355;Clean Motor & Electrical Connections;13110;NULL;NULL;BPM3100;WSCH
582;Inspect Gear Reducer Unit. Check Gear-Box Gease;13110;NULL;NULL;BPM3100;WSCH
356;Inspect, Clean & Lubricate Drive Chain.;13110;NULL;NULL;BPM3100;WSCH
581;Check Belts & Pulleys;13110;NULL;NULL;BPM3100;WSCH
401;Inspect and Lubricate Roller Bearings and Wheels;13110;NULL;NULL;BPM3100;WSCH
580;Operate Ensure That Unit Runs;13110;NULL;NULL;BPM3100;WSCH
213;Filler/Lifter System Inspection and Certification;13160;PKG;5;BPM3100;WPCOND
342;Inspect Switches;13160;NULL;NULL;BPM3100;WPCOND
349;Inspect Motor & Mounts;13160;NULL;NULL;BPM3100;WPCOND
343;Clean Motor & Electrical Connections;13160;NULL;NULL;BPM3100;WPCOND
348;Inspect Gear Reducer Unit. Check Gear-Box Gease;13160;NULL;NULL;BPM3100;WPCOND
344;Inspect, Clean & Lubricate Drive Chain.;13160;NULL;NULL;BPM3100;WPCOND
347;Check Belts & Pulleys;13160;NULL;NULL;BPM3100;WPCOND
345;Inspect and Lubricate Roller Bearings and Wheels;13160;NULL;NULL;BPM3100;WPCOND
346;Operate Ensure That Unit Runs;13160;NULL;NULL;BPM3100;WPCOND
214;Bottom Sealing System Inspection and Certification;13120;PKG;7;BPM3100;WSCH
350;Inspect Switches;13120;NULL;NULL;BPM3100;WSCH
476;Inspect Motor & Mounts;13120;NULL;NULL;BPM3100;WSCH
534;Clean Motor & Electrical Connections;13120;NULL;NULL;BPM3100;WSCH
351;Inspect Gear Reducer Unit. Check Gear-Box Gease;13120;NULL;NULL;BPM3100;WSCH
475;Inspect, Clean & Lubricate Drive Chain.;13120;NULL;NULL;BPM3100;WSCH
352;Check Belts & Pulleys;13120;NULL;NULL;BPM3100;WSCH
354;Inspect and Lubricate Roller Bearings and Wheels;13120;NULL;NULL;BPM3100;WSCH
353;Operate Ensure That Unit Runs;13120;NULL;NULL;BPM3100;WSCH
215;PKG Dept. Elevator Inspections & Certification;13141;PKG;3;BPM3100;WSCH
127;Inspect Switches;13141;NULL;NULL;BPM3100;WSCH
358;Inspect Drive Motor & Mounts;13141;NULL;NULL;BPM3100;WSCH
427;Clean Motor;13141;NULL;NULL;BPM3100;WSCH
359;Inspect Gear Reducer Unit. Check Gear Box.;13141;NULL;NULL;BPM3100;WSCH
363;Inspect, Clean & Lubricate Drive Chain.;13141;NULL;NULL;BPM3100;WSCH
360;Check Belts & Pulleys;13141;NULL;NULL;BPM3100;WSCH
362;Inspect & Lubricate Roller Bearings & Wheels;13141;NULL;NULL;BPM3100;WSCH
361;Operate to Ensure That Unit Runs Safely;13141;NULL;NULL;BPM3100;WSCH
216;Inspect and Repair Relay;11430;PUMPS;8;BR430;CLOSE
241;Unlock set screw on amperage adjustment knob;11430;NULL;NULL;BR430;CLOSE
242;Set amperage adjustment knob to 5.2 amps;11430;NULL;NULL;BR430;CLOSE
247;Lock set screw on amperage adjustment knob;11430;NULL;NULL;BR430;CLOSE
243;Check for free movement of pitch spring;11430;NULL;NULL;BR430;CLOSE
246;Check all electrical connections;11430;NULL;NULL;BR430;CLOSE
244;Clean as required;11430;NULL;NULL;BR430;CLOSE
245;Apply inspection sticker;11430;NULL;NULL;BR430;CLOSE
217;Centrifugal Pump Service - 12 Month;11430;PUMPS;8;BR430;CLOSE
248;Check pump operation.;11430;NULL;NULL;BR430;CLOSE
249;Check pump float switch.;11430;NULL;NULL;BR430;CLOSE
250;Check housing for leaks.;11430;NULL;NULL;BR430;CLOSE
701;Replace mechanical seal.;11430;NULL;NULL;BR430;CLOSE
251;Replace contactor & clean contactor compartment.;11430;NULL;NULL;BR430;CLOSE
700;Inspect inpeller for wear;11430;NULL;NULL;BR430;CLOSE
519;Record amperage and voltage with motor operating.;11430;NULL;NULL;BR430;CLOSE
520;Inspect main disconnect and all electrical.;11430;NULL;NULL;BR430;CLOSE
218;Tubing;52300;NULL;3;POLE300;WAPPR
219;Test;52300;NULL;3;POLE300;WAPPR
702;Attach crossarm to pole;52300;NULL;NULL;POLE300;WAPPR
703;Install pole in ground;52300;NULL;NULL;POLE300;WAPPR
704;Check pole depth and straightness;52300;NULL;NULL;POLE300;WAPPR
705;Check stability of pole;52300;NULL;NULL;POLE300;WAPPR
220;Transfer cables from old pole to new pole;52300;NULL;3;POLE300;WAPPR
587;Disconnect cables from old pole;52300;NULL;NULL;POLE300;WAPPR
588;Hook cables on new pole;52300;NULL;NULL;POLE300;WAPPR
222;Remove old pole;52300;NULL;3;POLE300;WAPPR
221;Replace broken office window;NULL;BLDGS;2;OFF103;WMATL
1634;Request for OS upgrade to Windows XP;NULL;NULL;5;NULL;APPR
1635;Install additional memory in users Laptop;NULL;NULL;1;NULL;COMP
1636;Need MS SQL in my development computer.;NULL;NULL;3;NULL;WMATL
1637;Move computer;NULL;NULL;3;NULL;WAPPR
1638;New employee setup.;NULL;NULL;3;NULL;APPR
1639;Change Users Hard Drive on Laptop;NULL;NULL;3;NULL;INPRG
1640;Request PC and Phone Move;NULL;NULL;2;NULL;WAPPR
1641;Move Phone Connection to C-234;NULL;NULL;2;NULL;WAPPR
1642;Move PC to C-234;NULL;NULL;2;NULL;WAPPR
1643;Investigate DB - ERP Down;NULL;NULL;1;NULL;COMP
1644;Investigate Network - ERP down;NULL;NULL;1;NULL;COMP
1645;Investigate Poor Network Performance;NULL;NULL;1;NULL;APPR
1646;Tubing;NULL;NULL;1;NULL;WAPPR
1647;Secure Room for Required Number Attendees;NULL;NULL;2;NULL;CLOSE
1648;Arrange for Required Audio/Visual Equipment;NULL;NULL;2;NULL;CLOSE
1649;Arrange For Appropraite Meals for Attendees;NULL;NULL;2;NULL;CLOSE
1650;Pre-Meeting Clean Check;NULL;NULL;2;NULL;CLOSE
1651;Purchase a new Mouse;NULL;NULL;3;NULL;COMP
1652;New employee set up.;NULL;NULL;3;NULL;INPRG
1653;End-User termination. ID 1234. Date: 08/30;NULL;NULL;1;NULL;INPRG
1654;Need a new mouse;NULL;NULL;3;NULL;WAPPR
1655;Need a new mouse;NULL;NULL;3;NULL;WMATL
1656;Request for a new game in the room games.;NULL;NULL;4;NULL;APPR
1657;Need new Keyboard.;NULL;NULL;3;NULL;WMATL
1658;Need MS Visio to be installed in my laptop. I will be part of the Maximo Project.;NULL;NULL;3;NULL;INPRG
1659;Need an additional projector for the internal Seminar "ITSM";NULL;NULL;3;NULL;INPRG
1660;Create Security Badge;NULL;NULL;1;NULL;WAPPR
1661;Create IT Accounts;NULL;NULL;1;NULL;WAPPR
1662;Issue PC;NULL;NULL;1;NULL;WAPPR
1663;Issue Cell Phone;NULL;NULL;2;NULL;WAPPR
1664;Secure Room for Required Number Attendees;NULL;NULL;2;NULL;WAPPR
1665;Arrange for Required Audio/Visual Equipment;NULL;NULL;2;NULL;WAPPR
1666;Arrange For Appropraite Meals for Attendees;NULL;NULL;2;NULL;WAPPR
1667;Pre-Meeting Clean Check;NULL;NULL;2;NULL;WAPPR
1668;Disable IT Accounts;NULL;NULL;1;NULL;WAPPR
1669;Disable Network account;NULL;NULL;1;NULL;COMP
1670;Disable Windows account;NULL;NULL;1;NULL;WAPPR
1671;Disable Email account;NULL;NULL;1;NULL;WAPPR
1672;Disable VPN account;NULL;NULL;1;NULL;WAPPR
1673;Return Building Access Badge;NULL;NULL;1;NULL;WAPPR
1674;Return Laptop Computer;NULL;NULL;1;NULL;WAPPR
1675;Return Cell Phone and Cancel Service;NULL;NULL;1;NULL;WAPPR
1676;Conduct Exit Interview;NULL;NULL;1;NULL;WAPPR
1677;Water on floor;1002;BLDGS;1;MOFLOOR2;WAPPR
1678;Virus Definition out of date;7111;NULL;3;FIELDSTAFF;WAPPR
1698;Need new Cell Phone;NULL;NULL;2;NULL;WAPPR
1699;Home Office Phone Installation;NULL;NULL;2;NULL;WAPPR
1718;Please Provide Accudraw;NULL;NULL;1;NULL;APPR
1719;I need Accudraw Due to New Project;NULL;NULL;1;NULL;APPR
1720;Install Accudraw;NULL;NULL;1;NULL;WAPPR
1721;Please Install Accudraw;NULL;NULL;1;NULL;APPR
1722;Install Accudraw;NULL;NULL;1;NULL;WAPPR
1734;Upgrade Order Processor #1;NULL;NULL;3;SHIPPING;WAPPR
1741;Overhaul GM Electrical Cart;NULL;NULL;7;SHIPPING;COMP
1747;Ford Electrical Cart Overhaul;NULL;NULL;2;SHIPPING;WAPPR
1764;Investigate Low/High Outlet Pressure;11450;PUMPS;2;BR450;CLOSE
1769;NULL;NULL;NULL;NULL;NULL;WAPPR
1770;Patching near MP 20;I-95N;NULL;NULL;NULL;WAPPR
240;Install Centrifugal Pump;11430;PUMPS;3;BR450;CLOSE
609;Install Pump;11430;NULL;NULL;BR450;CLOSE
1792;NULL;TRACK 1;NULL;NULL;NULL;CAN
1793;workorder for asset 12345;ASSET12345;NULL;NULL;NULL;COMP
1794;workorder for asset 1234;ASSET1234;NULL;NULL;NULL;CLOSE
1795;workorder for asset 123;ASSET123;NULL;NULL;NULL;CLOSE
1796;work for asset 12;ASSET12;NULL;NULL;NULL;CLOSE
1797;work order for asset 1;ASSET1;NULL;NULL;NULL;CLOSE
1798;workorder for asset 12345;ASSET12345;NULL;NULL;NULL;CLOSE
1800;work for asset 12345;ASSET12345;NULL;NULL;NULL;COMP
1813;Calibration 101;CAL101;NULL;2;NULL;INPRG
1814;Calibration Loop 1;NULL;NULL;2;LOOP1;WAPPR
1815;Calibration 102;CAL102;NULL;NULL;NULL;INPRG
1816;Calibration 103;CAL103;NULL;NULL;NULL;APPR
1836;Bedford ITEM WO;NULL;NULL;NULL;NULL;APPR
1837;Bedford Service WO;NULL;NULL;NULL;NULL;APPR
1853;Supervisor Monthly Driving Inspection;NULL;NULL;NULL;NULL;WSCH
1854;Mowing;I-95N;NULL;NULL;NULL;WAPPR
1855;Mowing;I-95N;NULL;NULL;NULL;WAPPR
1856;Annual Condition Assessment;I-95N;NULL;NULL;NULL;WAPPR
1858;Patching near MP 30;I-95N;NULL;NULL;NULL;WAPPR
1865;Patching near MP 80;I-95N;NULL;NULL;NULL;WAPPR
1913;Bi-Weekly Visual (Walking) Inspection;TRACK 1;NULL;NULL;NULL;APPR
1914;Bi-Weekly Walking Inspection;TRACK 1;NULL;NULL;NULL;WSCH
1915;Bi-Weekly Walking Inspection;TRACK 1;NULL;NULL;NULL;WSCH
1916;Bi-Weekly Walking Inspection;TRACK 1;NULL;NULL;NULL;WSCH
1917;Bi-Weekly Walking Inspection;TRACK 1;NULL;NULL;NULL;WSCH
1918;Bi-Weekly Walking Inspection;TRACK 1;NULL;NULL;NULL;WSCH
1919;Bi-Weekly Walking Inspection;TRACK 1;NULL;NULL;NULL;WSCH
1920;Bi-Weekly Walking Inspection;TRACK 1;NULL;NULL;NULL;WSCH
1921;Bi-Weekly Walking Inspection;TRACK 1;NULL;NULL;NULL;WSCH
1922;Bi-Weekly Walking Inspection;TRACK 1;NULL;NULL;NULL;WSCH
1923;Annual ballast cleaning;TRACK 1;NULL;NULL;NULL;COMP
1924;Closed Circuit TV (CCTV) Inspection;SEWER MN 1;NULL;NULL;NULL;WSCH
